순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
2039,교양,교양,1,교양필수,XAA8061020,글쓰기이론과실제,Theory and practice of Writing,김정현,online class,온라인(동영상), [SI503:화(4)(5)(6)],2,제8호관 공과대학·도시과학대학-503 강의실(중)-6[SI503]
2040,교양,교양,1,교양필수,XAA8061021,글쓰기이론과실제,Theory and practice of Writing,정유화,online class,온라인(동영상), [SJ225:월(4)(5)(6)],2,제9호관 공동실험실습관-225 강의실[SJ225]
2041,교양,교양,1,교양필수,XAA8061022,글쓰기이론과실제,Theory and practice of Writing,이은봉,online class,온라인(동영상+화상), [SH406:목(1)(2)(3)],2,제7호관 정보기술대학-406 강의실(소)-2[SH406]
2042,교양,교양,1,교양필수,XAA8061023,글쓰기이론과실제,Theory and practice of Writing,이태희,online class,온라인(동영상+화상), [SH416:목(1)(2)(3)],2,제7호관 정보기술대학-416 세미나실(대)[SH416]
2043,교양,교양,1,교양필수,XAA8061024,글쓰기이론과실제,Theory and practice of Writing,이승윤,online class,온라인(동영상+화상), [SH505:목(1)(2)(3)],2,제7호관 정보기술대학-505 강의실(중)-2[SH505]
2044,교양,교양,1,교양필수,XAA8061025,글쓰기이론과실제,Theory and practice of Writing,양현진,online class,온라인(동영상+화상), [SH313:수(4)(5)(6)],2,제7호관 정보기술대학-313 강의실(중)-2[SH313]
2045,교양,교양,1,교양필수,XAA8061026,글쓰기이론과실제,Theory and practice of Writing,양현진,online class,온라인(동영상+화상), [SO203:금(1)(2)(3)],2,제14호관 동북아경제·경영-203 강의실(중)-5(경영대학원)[SO203]
2046,교양,교양,1,교양필수,XAA8061027,글쓰기이론과실제,Theory and practice of Writing,최혜림,online class,온라인(화상), [SO103:금(1)(2)(3)],2,제14호관 동북아경제·경영-103 강의실(소)-2[SO103]
2047,교양,교양,1,교양필수,XAA8061028,글쓰기이론과실제,Theory and practice of Writing,박상원,online class,온라인(동영상+화상), [SO507:금(1)(2)(3)],2,제14호관 동북아경제·경영-507 세미나실(최고고위자과정)[SO507]
2048,교양,교양,1,교양필수,XAA8061029,글쓰기이론과실제,Theory and practice of Writing,양현진,online class,온라인(동영상+화상), [SY3208:금(4)(5)(6)],2,제29호관 생명과학기술대학-208 강의실[SY3208]
2049,교양,교양,1,교양필수,XAA8061030,글쓰기이론과실제,Theory and practice of Writing,정유화,online class,온라인(동영상), [SY2406:금(1)(2)(3)],2,제28호관 도시과학대학-406 강의실[SY2406]
2050,교양,교양,1,교양필수,XAA8061031,글쓰기이론과실제,Theory and practice of Writing,김정현,online class,온라인(동영상), [SY2303:월(7)(8)(9)],2,제28호관 도시과학대학-303 강의실[SY2303]
2051,교양,교양,1,교양필수,XAA8061032,글쓰기이론과실제,Theory and practice of Writing,전한성,online class,온라인(동영상), [SF406:수(4)(5)(6)],2,제5호관 자연과학대학·생명과학기술대학-406 강의실(중)-3[SF406]
2052,교양,교양,1,교양필수,XAA8061033,글쓰기이론과실제,Theory and practice of Writing,최혜림,online class,온라인(화상), [SF405:수(4)(5)(6)],2,제5호관 자연과학대학·생명과학기술대학-405 강의실(소)-3[SF405]
2053,교양,교양,1,교양필수,XAA8061034,글쓰기이론과실제,Theory and practice of Writing,이은봉,online class,온라인(동영상+화상), [SY3211:목(4)(5)(6)],2,제29호관 생명과학기술대학-211 강의실[SY3211]
2054,교양,교양,1,교양필수,XAA8061035,글쓰기이론과실제,Theory and practice of Writing,전미정,online class,온라인(동영상), [SM502:목(4)(5)(6)],2,제12호관 컨벤션센터-502 강의실(소)-5[SM502]
2055,교양,교양,1,교양필수,XAA8061036,글쓰기이론과실제,Theory and practice of Writing,정유화,online class,온라인(동영상), [SI386:화(야1)(야2)(야3)],2,제8호관 공과대학·도시과학대학-386 강의실(중)-1[SI386]
2056,교양,교양,1,교양필수,XAA8061037,글쓰기이론과실제,Theory and practice of Writing,김정현,online class,온라인(동영상), [SI321:월(야1)(야2)(야3)],2,제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321]
2057,교양,교양,1,교양필수,XAA8061038,글쓰기이론과실제,Theory and practice of Writing,양근용,online class,온라인(동영상), [SH407:수(야1)(야2)(야3)],2,제7호관 정보기술대학-407 강의실(중)-3[SH407]
2058,교양,교양,2,교양필수,0005061001,대학영어회화2,College English Conversation2,매튜,online class,온라인(동영상+화상), [SP213:금(1)(2)],1,제15호관 인문대학-213 회화실-3[SP213]
2059,교양,교양,2,교양필수,0005061002,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP214:금(1)(2)],1,제15호관 인문대학-214 회화실-4[SP214]
2060,교양,교양,2,교양필수,0005061003,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP215:금(1)(2)],1,제15호관 인문대학-215 회화실-1[SP215]
2061,교양,교양,2,교양필수,0005061004,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP216:금(1)(2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2062,교양,교양,2,교양필수,0005061005,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:금(1)(2)],1,제15호관 인문대학-217 회화실-2[SP217]
2063,교양,교양,2,교양필수,0005061006,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP113:금(6)(7)],1,제15호관 인문대학-113 강의실(교육대학원)[SP113]
2064,교양,교양,2,교양필수,0005061007,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP219:금(6)(7)],1,제15호관 인문대학-219 회화실-6[SP219]
2065,교양,교양,2,교양필수,0005061008,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP220:금(6)(7)],1,제15호관 인문대학-220 회화실-7[SP220]
2066,교양,교양,2,교양필수,0005061009,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP214:수(8)(9)],1,제15호관 인문대학-214 회화실-4[SP214]
2067,교양,교양,2,교양필수,0005061010,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP215:수(8)(9)],1,제15호관 인문대학-215 회화실-1[SP215]
2068,교양,교양,2,교양필수,0005061011,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP216:수(8)(9)],1,제15호관 인문대학-216 회화실-8 [SP216]
2069,교양,교양,2,교양필수,0005061012,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP217:수(8)(9)],1,제15호관 인문대학-217 회화실-2[SP217]
2070,교양,교양,2,교양필수,0005061013,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP217:목(6)(7)],1,제15호관 인문대학-217 회화실-2[SP217]
2071,교양,교양,2,교양필수,0005061014,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP213:목(6)(7)],1,제15호관 인문대학-213 회화실-3[SP213]
2072,교양,교양,2,교양필수,0005061015,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:목(6)(7)],1,제15호관 인문대학-214 회화실-4[SP214]
2073,교양,교양,2,교양필수,0005061016,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP215:목(6)(7)],1,제15호관 인문대학-215 회화실-1[SP215]
2074,교양,교양,2,교양필수,0005061017,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP216:목(6)(7)],1,제15호관 인문대학-216 회화실-8 [SP216]
2075,교양,교양,2,교양필수,0005061018,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP217:금(3)(4)],1,제15호관 인문대학-217 회화실-2[SP217]
2076,교양,교양,2,교양필수,0005061019,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP218:금(3)(4)],1,제15호관 인문대학-218 회화실-5[SP218]
2077,교양,교양,2,교양필수,0005061020,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:금(3)(4)],1,제15호관 인문대학-213 회화실-3[SP213]
2078,교양,교양,2,교양필수,0005061021,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP214:금(3)(4)],1,제15호관 인문대학-214 회화실-4[SP214]
2079,교양,교양,2,교양필수,0005061022,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP215:금(3)(4)],1,제15호관 인문대학-215 회화실-1[SP215]
2080,교양,교양,2,교양필수,0005061023,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP216:금(3)(4)],1,제15호관 인문대학-216 회화실-8 [SP216]
2081,교양,교양,2,교양필수,0005061024,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP218:월(8)(9)],1,제15호관 인문대학-218 회화실-5[SP218]
2082,교양,교양,2,교양필수,0005061025,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:월(8)(9)],1,제15호관 인문대학-213 회화실-3[SP213]
2083,교양,교양,2,교양필수,0005061026,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:월(8)(9)],1,제15호관 인문대학-214 회화실-4[SP214]
2084,교양,교양,2,교양필수,0005061027,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP215:월(8)(9)],1,제15호관 인문대학-215 회화실-1[SP215]
2085,교양,교양,2,교양필수,0005061028,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP216:월(8)(9)],1,제15호관 인문대학-216 회화실-8 [SP216]
2086,교양,교양,2,교양필수,0005061029,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP217:월(8)(9)],1,제15호관 인문대학-217 회화실-2[SP217]
2087,교양,교양,2,교양필수,0005061030,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP218:수(3)(4)],1,제15호관 인문대학-218 회화실-5[SP218]
2088,교양,교양,2,교양필수,0005061031,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:수(3)(4)],1,제15호관 인문대학-213 회화실-3[SP213]
2089,교양,교양,2,교양필수,0005061032,대학영어회화2,College English Conversation2,매튜,online class,온라인(동영상+화상), [SP214:수(3)(4)],1,제15호관 인문대학-214 회화실-4[SP214]
2090,교양,교양,2,교양필수,0005061033,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [SP215:수(3)(4)],1,제15호관 인문대학-215 회화실-1[SP215]
2091,교양,교양,2,교양필수,0005061034,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP216:수(3)(4)],1,제15호관 인문대학-216 회화실-8 [SP216]
2092,교양,교양,2,교양필수,0005061035,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:수(3)(4)],1,제15호관 인문대학-217 회화실-2[SP217]
2093,교양,교양,2,교양필수,0005061036,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP217:월(3)(4)],1,제15호관 인문대학-217 회화실-2[SP217]
2094,교양,교양,2,교양필수,0005061037,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP213:월(3)(4)],1,제15호관 인문대학-213 회화실-3[SP213]
2095,교양,교양,2,교양필수,0005061038,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [SP214:월(3)(4)],1,제15호관 인문대학-214 회화실-4[SP214]
2096,교양,교양,2,교양필수,0005061039,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP215:월(3)(4)],1,제15호관 인문대학-215 회화실-1[SP215]
2097,교양,교양,2,교양필수,0005061040,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP216:월(3)(4)],1,제15호관 인문대학-216 회화실-8 [SP216]
2098,교양,교양,2,교양필수,0005061041,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP218:월(3)(4)],1,제15호관 인문대학-218 회화실-5[SP218]
2099,교양,교양,2,교양필수,0005061042,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP218:월(1)(2)],1,제15호관 인문대학-218 회화실-5[SP218]
2100,교양,교양,2,교양필수,0005061043,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP213:월(1)(2)],1,제15호관 인문대학-213 회화실-3[SP213]
2101,교양,교양,2,교양필수,0005061044,대학영어회화2,College English Conversation2,매튜,online class,온라인(동영상+화상), [SP214:월(1)(2)],1,제15호관 인문대학-214 회화실-4[SP214]
2102,교양,교양,2,교양필수,0005061045,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP215:월(1)(2)],1,제15호관 인문대학-215 회화실-1[SP215]
2103,교양,교양,2,교양필수,0005061046,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP216:월(1)(2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2104,교양,교양,2,교양필수,0005061047,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:월(1)(2)],1,제15호관 인문대학-217 회화실-2[SP217]
2105,교양,교양,2,교양필수,0005061048,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP215:목(8)(9)],1,제15호관 인문대학-215 회화실-1[SP215]
2106,교양,교양,2,교양필수,0005061049,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP213:목(8)(9)],1,제15호관 인문대학-213 회화실-3[SP213]
2107,교양,교양,2,교양필수,0005061050,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:목(8)(9)],1,제15호관 인문대학-214 회화실-4[SP214]
2108,교양,교양,2,교양필수,0005061051,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP217:목(8)(9)],1,제15호관 인문대학-217 회화실-2[SP217]
2109,교양,교양,2,교양필수,0005061052,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP216:목(8)(9)],1,제15호관 인문대학-216 회화실-8 [SP216]
2110,교양,교양,2,교양필수,0005061053,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP213:화(8)(9)],1,제15호관 인문대학-213 회화실-3[SP213]
2111,교양,교양,2,교양필수,0005061054,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP214:화(8)(9)],1,제15호관 인문대학-214 회화실-4[SP214]
2112,교양,교양,2,교양필수,0005061055,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP216:화(8)(9)],1,제15호관 인문대학-216 회화실-8 [SP216]
2113,교양,교양,2,교양필수,0005061056,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP217:화(8)(9)],1,제15호관 인문대학-217 회화실-2[SP217]
2114,교양,교양,2,교양필수,0005061057,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:월(6)(7)],1,제15호관 인문대학-213 회화실-3[SP213]
2115,교양,교양,2,교양필수,0005061058,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP214:월(6)(7)],1,제15호관 인문대학-214 회화실-4[SP214]
2116,교양,교양,2,교양필수,0005061059,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP215:월(6)(7)],1,제15호관 인문대학-215 회화실-1[SP215]
2117,교양,교양,2,교양필수,0005061060,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP219:화(3)(4)],1,제15호관 인문대학-219 회화실-6[SP219]
2118,교양,교양,2,교양필수,0005061061,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP218:화(3)(4)],1,제15호관 인문대학-218 회화실-5[SP218]
2119,교양,교양,2,교양필수,0005061062,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:화(3)(4)],1,제15호관 인문대학-213 회화실-3[SP213]
2120,교양,교양,2,교양필수,0005061063,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP214:화(3)(4)],1,제15호관 인문대학-214 회화실-4[SP214]
2121,교양,교양,2,교양필수,0005061064,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP215:화(3)(4)],1,제15호관 인문대학-215 회화실-1[SP215]
2122,교양,교양,2,교양필수,0005061065,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [SP216:화(3)(4)],1,제15호관 인문대학-216 회화실-8 [SP216]
2123,교양,교양,2,교양필수,0005061066,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:화(3)(4)],1,제15호관 인문대학-217 회화실-2[SP217]
2124,교양,교양,2,교양필수,0005061067,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP217:금(6)(7)],1,제15호관 인문대학-217 회화실-2[SP217]
2125,교양,교양,2,교양필수,0005061068,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP213:금(6)(7)],1,제15호관 인문대학-213 회화실-3[SP213]
2126,교양,교양,2,교양필수,0005061069,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP214:금(6)(7)],1,제15호관 인문대학-214 회화실-4[SP214]
2127,교양,교양,2,교양필수,0005061070,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP215:금(6)(7)],1,제15호관 인문대학-215 회화실-1[SP215]
2128,교양,교양,2,교양필수,0005061071,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP216:금(6)(7)],1,제15호관 인문대학-216 회화실-8 [SP216]
2129,교양,교양,2,교양필수,0005061072,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP218:금(6)(7)],1,제15호관 인문대학-218 회화실-5[SP218]
2130,교양,교양,2,교양필수,0005061073,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP213:목(3)(4)],1,제15호관 인문대학-213 회화실-3[SP213]
2131,교양,교양,2,교양필수,0005061074,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP215:목(3)(4)],1,제15호관 인문대학-215 회화실-1[SP215]
2132,교양,교양,2,교양필수,0005061075,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP217:목(3)(4)],1,제15호관 인문대학-217 회화실-2[SP217]
2133,교양,교양,2,교양필수,0005061076,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP218:목(3)(4)],1,제15호관 인문대학-218 회화실-5[SP218]
2134,교양,교양,2,교양필수,0005061077,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [NC205:월(8)(9)],1,미추홀타워  별관A동-205 강의실[NC205]
2135,교양,교양,2,교양필수,0005061078,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [NC207:월(8)(9)],1,미추홀타워  별관A동-207 강의실[NC207]
2136,교양,교양,2,교양필수,0005061079,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [NC208:월(8)(9)],1,미추홀타워  별관A동-208 강의실[NC208]
2137,교양,교양,2,교양필수,0005061080,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [NC305:월(8)(9)],1,미추홀타워  별관A동-305 강의실-1[NC305]
2138,교양,교양,2,교양필수,0005061081,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP216:화(6)(7)],1,제15호관 인문대학-216 회화실-8 [SP216]
2139,교양,교양,2,교양필수,0005061082,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:화(6)(7)],1,제15호관 인문대학-213 회화실-3[SP213]
2140,교양,교양,2,교양필수,0005061083,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:화(6)(7)],1,제15호관 인문대학-214 회화실-4[SP214]
2141,교양,교양,2,교양필수,0005061084,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP215:화(6)(7)],1,제15호관 인문대학-215 회화실-1[SP215]
2142,교양,교양,2,교양필수,0005061085,대학영어회화2,College English Conversation2,캘럼 맥코트,online class,온라인(동영상+화상), [SP219:화(6)(7)],1,제15호관 인문대학-219 회화실-6[SP219]
2143,교양,교양,2,교양필수,0005061086,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:화(6)(7)],1,제15호관 인문대학-217 회화실-2[SP217]
2144,교양,교양,2,교양필수,0005061087,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP218:화(6)(7)],1,제15호관 인문대학-218 회화실-5[SP218]
2145,교양,교양,2,교양필수,0005061088,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP213:금(8)(9)],1,제15호관 인문대학-213 회화실-3[SP213]
2146,교양,교양,2,교양필수,0005061089,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:금(8)(9)],1,제15호관 인문대학-214 회화실-4[SP214]
2147,교양,교양,2,교양필수,0005061090,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP215:금(8)(9)],1,제15호관 인문대학-215 회화실-1[SP215]
2148,교양,교양,2,교양필수,0005061091,대학영어회화2,College English Conversation2,매튜,online class,온라인(동영상+화상), [SP218:목(1)(2)],1,제15호관 인문대학-218 회화실-5[SP218]
2149,교양,교양,2,교양필수,0005061092,대학영어회화2,College English Conversation2,코리 로슨,online class,온라인(동영상+화상), [SP213:목(1)(2)],1,제15호관 인문대학-213 회화실-3[SP213]
2150,교양,교양,2,교양필수,0005061093,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP215:목(1)(2)],1,제15호관 인문대학-215 회화실-1[SP215]
2151,교양,교양,2,교양필수,0005061094,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [SP216:목(1)(2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2152,교양,교양,2,교양필수,0005061095,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:목(1)(2)],1,제15호관 인문대학-217 회화실-2[SP217]
2153,교양,교양,2,교양필수,0005061096,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP213:수(1)(2)],1,제15호관 인문대학-213 회화실-3[SP213]
2154,교양,교양,2,교양필수,0005061097,대학영어회화2,College English Conversation2,티모시 톰슨,online class,온라인(동영상+화상), [SP214:수(1)(2)],1,제15호관 인문대학-214 회화실-4[SP214]
2155,교양,교양,2,교양필수,0005061098,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP216:수(1)(2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2156,교양,교양,2,교양필수,0005061099,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP213:수(6)(7)],1,제15호관 인문대학-213 회화실-3[SP213]
2157,교양,교양,2,교양필수,0005061100,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP214:수(6)(7)],1,제15호관 인문대학-214 회화실-4[SP214]
2158,교양,교양,2,교양필수,0005061101,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP215:수(6)(7)],1,제15호관 인문대학-215 회화실-1[SP215]
2159,교양,교양,2,교양필수,0005061102,대학영어회화2,College English Conversation2,데이비드,online class,온라인(동영상+화상), [SP216:수(6)(7)],1,제15호관 인문대학-216 회화실-8 [SP216]
2160,교양,교양,2,교양필수,0005061103,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP217:수(6)(7)],1,제15호관 인문대학-217 회화실-2[SP217]
2161,교양,교양,2,교양필수,0005061104,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP213:화(1)(2)],1,제15호관 인문대학-213 회화실-3[SP213]
2162,교양,교양,2,교양필수,0005061105,대학영어회화2,College English Conversation2,데빈,online class,온라인(동영상+화상), [SP214:화(1)(2)],1,제15호관 인문대학-214 회화실-4[SP214]
2163,교양,교양,2,교양필수,0005061106,대학영어회화2,College English Conversation2,엘리슨 세갈,online class,온라인(동영상+화상), [SP215:화(1)(2)],1,제15호관 인문대학-215 회화실-1[SP215]
2164,교양,교양,2,교양필수,0005061107,대학영어회화2,College English Conversation2,피터 래버,online class,온라인(동영상+화상), [SP216:화(1)(2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2165,교양,교양,2,교양필수,0005061108,대학영어회화2,College English Conversation2,토마스 클락,online class,온라인(화상), [SO218:화(1)(2)],1,제14호관 동북아경제·경영-218 강의실[SO218]
2166,교양,교양,2,교양필수,0005061109,대학영어회화2,College English Conversation2,토마스 클락,online class,온라인(화상), [SO218:화(3)(4)],1,제14호관 동북아경제·경영-218 강의실[SO218]
2167,교양,교양,2,교양필수,0005061110,대학영어회화2,College English Conversation2,브루스 스쿠르스,online class,온라인(동영상+화상), [SP216:월(야1)(야2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2168,교양,교양,2,교양필수,0005061111,대학영어회화2,College English Conversation2,브렌트 맥납,online class,온라인(동영상+화상), [SP213:월(야1)(야2)],1,제15호관 인문대학-213 회화실-3[SP213]
2169,교양,교양,2,교양필수,0005061112,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:월(야1)(야2)],1,제15호관 인문대학-214 회화실-4[SP214]
2170,교양,교양,2,교양필수,0005061113,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP215:월(야1)(야2)],1,제15호관 인문대학-215 회화실-1[SP215]
2171,교양,교양,2,교양필수,0005061114,대학영어회화2,College English Conversation2,마리오,online class,온라인(동영상+화상), [SP215:목(야1)(야2)],1,제15호관 인문대학-215 회화실-1[SP215]
2172,교양,교양,2,교양필수,0005061115,대학영어회화2,College English Conversation2,마이클 매닝,online class,온라인(동영상+화상), [SP214:목(야1)(야2)],1,제15호관 인문대학-214 회화실-4[SP214]
2173,교양,교양,2,교양필수,0005061116,대학영어회화2,College English Conversation2,알란,online class,온라인(동영상+화상), [SP216:목(야1)(야2)],1,제15호관 인문대학-216 회화실-8 [SP216]
2174,교직,교직,1,교직,0001302001,교육학개론,Introduction to Education,윤선인,online class,온라인(동영상+화상), [NC602:월(2)(3)],2,미추홀타워  별관A동-602 강의실[NC602]
2175,교직,교직,1,교직,0001302002,교육학개론,Introduction to Education,윤선인,online class,온라인(동영상+화상), [NC602:금(7)(8)],2,미추홀타워  별관A동-602 강의실[NC602]
2176,교직,교직,1,교직,YAA9014001,교육철학및교육사,PHILOSOPHY AND HISTORY OF EDUCATION,윤선인,online class,온라인(동영상+화상), [NC602:월(4)(5)],2,미추홀타워  별관A동-602 강의실[NC602]
2177,교직,교직,1,교직,YAA9014002,교육철학및교육사,PHILOSOPHY AND HISTORY OF EDUCATION,윤선인,online class,온라인(동영상+화상), [NC602:금(4)(5)],2,미추홀타워  별관A동-602 강의실[NC602]
2178,교직,교직,2,교직,0007877001,학교폭력예방및학생의이해,Introduction to School Violence Prevention and Counselling,이옥희,on and offline class,온라인(동영상)+오프라인, [NC602:화(야1)(야2)],2,미추홀타워  별관A동-602 강의실[NC602]
2179,교직,교직,2,교직,0007877002,학교폭력예방및학생의이해,Introduction to School Violence Prevention and Counselling,,on and offline class,온라인(동영상+화상)+오프라인, [NC602:화(4)(5)],2,미추홀타워  별관A동-602 강의실[NC602]
